Symbol,MarketCap,Name,LastSale,IPOyear,Sector,industry,Summary Quote
PSCH,$226.81M,PowerShares S&P SmallCap Health Care Portfolio,88.945,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psch
PSCI,$92.92M,PowerShares S&P SmallCap Industrials Portfolio,58.075,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psci
PSCT,$533.54M,PowerShares S&P SmallCap Information Technology Portfolio,76.22,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psct
PSCM,$45.81M,PowerShares S&P SmallCap Materials Portfolio,48.2161,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscm
PSCU,$50.47M,PowerShares S&P SmallCap Utilities Portfolio,53.13,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pscu
VRIG,$103.16M,PowerShares Variable Rate Investment Grade Portfolio,25.16,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vrig
PHO,$838.27M,PowerShares Water Resources Portfolio,28.32,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pho
PRAA,$1.24B,"PRA Group, Inc.",27.45,2002,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/praa
PRAH,$4.74B,"PRA Health Sciences, Inc.",75.69,2014,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/prah
PRAN,$25.3M,Prana Biotechnology Ltd,2.843,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pran
PRPO,$11.79M,"Precipio, Inc.",1.84,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/prpo
PFBC,$795.81M,Preferred Bank,54.83,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pfbc
PLPC,$309.82M,Preformed Line Products Company,60.56,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/plpc
PFBI,$219.78M,"Premier Financial Bancorp, Inc.",20.62,1996,Finance,Major Banks,http://www.nasdaq.com/symbol/pfbi
PINC,$1.7B,"Premier, Inc.",31.93,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/pinc
LENS,$71.05M,Presbia PLC,4.14,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lens
PSDO,$1.27B,"Presidio, Inc.",13.94,2017,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/psdo
PBIO,$4.52M,"Pressure BioSciences, Inc.",4.1,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pbio
PRGX,$151.11M,"PRGX Global, Inc.",6.75,1996,Consumer Services,Diversified Commercial Services,http://www.nasdaq.com/symbol/prgx
PSMT,$2.66B,"PriceSmart, Inc.",87.45,n/a,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/psmt
PBMD,$38.14M,Prima BioMed Ltd,1.6279,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbmd
PNRG,$102.9M,PrimeEnergy Corporation,47,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/pnrg
PRMW,$339.9M,Primo Water Corporation,11.38,2010,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/prmw
PRIM,$1.47B,Primoris Services Corporation,28.6,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/prim
BTEC,$7.62M,Principal Healthcare Innovators Index ETF,30.46,n/a,n/a,n/a,http://www.nasdaq.com/symbol/btec
GENY,$7.84M,Principal Millennials Index ETF,31.37,n/a,n/a,n/a,http://www.nasdaq.com/symbol/geny
PSET,$7.47M,Principal Price Setters Index ETF,29.88,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pset
PY,$7.48M,Principal Shareholder Yield Index ETF,29.92,n/a,n/a,n/a,http://www.nasdaq.com/symbol/py
PSC,$269.21M,Principal U.S. Small Cap Index ETF,28.1891,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psc
PDEX,$31.87M,"Pro-Dex, Inc.",7.6,n/a,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/pdex
IPDN,$17.79M,"Professional Diversity Network, Inc.",4.5205,2013,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/ipdn
PFIE,$89.82M,"Profire Energy, Inc.",1.85,n/a,Energy,Metal Fabrications,http://www.nasdaq.com/symbol/pfie
PGNX,$490.48M,Progenics Pharmaceuticals Inc.,6.98,1997,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pgnx
PRGS,$1.79B,Progress Software Corporation,37.05,1991,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/prgs
PFPT,$4.02B,"Proofpoint, Inc.",90.43,2012,Technology,EDP Services,http://www.nasdaq.com/symbol/pfpt
PRPH,$36.38M,"ProPhase Labs, Inc.",2.25,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prph
PRQR,$138.61M,ProQR Therapeutics N.V.,5.75,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prqr
EQRR,$15.19M,ProShares Equities for Rising Rates ETF,40.5,n/a,n/a,n/a,http://www.nasdaq.com/symbol/eqrr
BIB,$485.82M,ProShares Ultra Nasdaq Biotechnology,60.35,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bib
UBIO,$37.84M,Proshares UltraPro Nasdaq Biotechnology,37.84,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ubio
TQQQ,$1.83B,ProShares UltraPro QQQ,112.11,n/a,n/a,n/a,http://www.nasdaq.com/symbol/tqqq
ZBIO,$5.29M,ProShares UltraPro Short NASDAQ Biotechnology,10.5852,n/a,n/a,n/a,http://www.nasdaq.com/symbol/zbio
SQQQ,$663.8M,ProShares UltraPro Short QQQ,27.39,n/a,n/a,n/a,http://www.nasdaq.com/symbol/sqqq
BIS,$43.6M,ProShares UltraShort Nasdaq Biotechnology,20.91,n/a,n/a,n/a,http://www.nasdaq.com/symbol/bis
PSEC,$2.42B,Prospect Capital Corporation,6.715,2004,n/a,n/a,http://www.nasdaq.com/symbol/psec
PTGX,$289.21M,"Protagonist Therapeutics, Inc.",17.11,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptgx
PRTO,$29.07M,"Proteon Therapeutics, Inc.",1.65,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/prto
PTI,$49.96M,"Proteostasis Therapeutics, Inc.",1.9901,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pti
PRTA,$2.49B,Prothena Corporation plc,65.05,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prta
PVBC,$218.68M,"Provident Bancorp, Inc.",22.7,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/pvbc
PROV,$151.22M,"Provident Financial Holdings, Inc.",19.65,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/prov
PBIP,$164.84M,"Prudential Bancorp, Inc.",18.3,n/a,Finance,Banks,http://www.nasdaq.com/symbol/pbip
PSDV,$47.64M,pSivida Corp.,1.21,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/psdv
PMD,$103.41M,Psychemedics Corporation,18.83,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/pmd
PTC,$6.5B,PTC Inc.,56.23,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ptc
PTCT,$829.85M,"PTC Therapeutics, Inc.",20.05,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ptct
PULM,$41.05M,"Pulmatrix, Inc.",2.04,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pulm
PLSE,$232.64M,"Pulse Biosciences, Inc",16.23,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/plse
PBYI,$3.9B,Puma Biotechnology Inc,104.8,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/pbyi
PCYO,$179.94M,Pure Cycle Corporation,7.575,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/pcyo
PXS,$36.55M,Pyxis Tankers Inc.,1.9999,n/a,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/pxs
QADA,$650M,QAD Inc.,33.825,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qada
QADB,$540.95M,QAD Inc.,28.15,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
QCRH,$577.99M,"QCR Holdings, Inc.",43.85,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
QGEN,$7.27B,Qiagen N.V.,31.865,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/qgen
QIWI,$1.09B,QIWI plc,17.94,2013,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qiwi
QRVO,$8.99B,"Qorvo, Inc.",70.61,n/a,Technology,Semiconductors,http://www.nasdaq.com/symbol/qrvo
QCOM,$76.8B,QUALCOMM Incorporated,52.03,1991,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/qcom
QSII,$951.79M,"Quality Systems, Inc.",15.02,1982,Technology,EDP Services,http://www.nasdaq.com/symbol/qsii
QBAK,$12.11M,Qualstar Corporation,5.93,2000,Technology,Electronic Components,http://www.nasdaq.com/symbol/qbak
QLYS,$1.93B,"Qualys, Inc.",51.5,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qlys
QTNA,$595.29M,"Quantenna Communications, Inc.",17.19,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/qtna
QTRH,$157.77M,Quarterhill Inc.,1.33,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/qtrh
QRHC,$18.64M,Quest Resource Holding Corporation.,1.2199,n/a,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/qrhc
QUIK,$138.59M,QuickLogic Corporation,1.73,1999,Technology,Semiconductors,http://www.nasdaq.com/symbol/quik
QDEL,$1.44B,Quidel Corporation,43.13,n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qdel
QNST,$337.17M,"QuinStreet, Inc.",7.3708,2010,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/qnst
QUMU,$26.22M,Qumu Corporation,2.79,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qumu
QTNT,$173.27M,Quotient Limited,4.6,2014,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/qtnt
RRD,$663.6M,R.R. Donnelley & Sons Company,9.48,n/a,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/rrd
RCM,$378.65M,R1 RCM Inc.,3.61,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/rcm
RARX,$337.79M,"Ra Pharmaceuticals, Inc.",14.94,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rarx
RADA,$93.91M,RADA Electronic Industries Ltd.,3.2,n/a,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rada
RDCM,$241.97M,Radcom Ltd.,20.7,1997,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rdcm
RSYS,$55.05M,RadiSys Corporation,1.41,1995,Technology,Computer peripheral equipment,http://www.nasdaq.com/symbol/rsys
RDUS,$1.52B,"Radius Health, Inc.",34.87,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdus
RDNT,$518.75M,"RadNet, Inc.",10.975,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
RDWR,$719.53M,Radware Ltd.,16.66,1999,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rdwr
METC,$267.48M,"Ramaco Resources, Inc.",6.77,2017,Energy,Coal Mining,http://www.nasdaq.com/symbol/metc
RMBS,$1.46B,"Rambus, Inc.",13.33,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/rmbs
RAND,$18.27M,Rand Capital Corporation,2.89,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rand
RLOG,$5.36M,"Rand Logistics, Inc.",0.2877,n/a,Consumer Services,Marine Transportation,http://www.nasdaq.com/symbol/rlog
GOLD,$9.26B,Randgold Resources Limited,98.45,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/gold
RNDB,$86.15M,"Randolph Bancorp, Inc.",14.68,2016,Finance,Major Banks,http://www.nasdaq.com/symbol/rndb
RPD,$750.81M,"Rapid7, Inc.",17.24,2015,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rpd
RAVE,$17.58M,"Rave Restaurant Group, Inc.",1.65,n/a,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/rave
RAVN,$1.11B,"Raven Industries, Inc.",30.85,n/a,Capital Goods,Specialty Chemicals,http://www.nasdaq.com/symbol/ravn
RBB,$350.17M,RBB Bancorp,22.18,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/rbb
ROLL,$2.91B,RBC Bearings Incorporated,120.2,2005,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/roll
RICK,$242.19M,"RCI Hospitality Holdings, Inc.",24.92,1995,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rick
RCMT,$65.33M,"RCM Technologies, Inc.",5.44,n/a,Technology,Professional Services,http://www.nasdaq.com/symbol/rcmt
RDI,$370.77M,Reading International Inc,16.08,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdi
RDIB,$506.31M,Reading International Inc,22.52,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
RGSE,$6.21M,"Real Goods Solar, Inc.",0.83,n/a,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/rgse
RELY,$57.97M,"Real Industry, Inc. ",1.9452,n/a,Consumer Non-Durables,Telecommunications Equipment,http://www.nasdaq.com/symbol/rely
RNWK,$173.73M,"RealNetworks, Inc.",4.67,1997,Technology,EDP Services,http://www.nasdaq.com/symbol/rnwk
RP,$3.25B,"RealPage, Inc.",39.35,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/rp
RETA,n/a,"Reata Pharmaceuticals, Inc.",31.62,2016,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reta
RCON,$8.64M,"Recon Technology, Ltd.",0.872,2009,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/rcon
REPH,$159.72M,"Recro Pharma, Inc.",8.38,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/reph
RRGB,$804.11M,"Red Robin Gourmet Burgers, Inc.",62.2,2002,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/rrgb
RRR,$2.75B,"Red Rock Resorts, Inc.",23.73,2016,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/rrr
RDFN,$2.14B,Redfin Corporation,26.27,2017,Finance,Real Estate,http://www.nasdaq.com/symbol/rdfn
RDHL,$152.84M,Redhill Biopharma Ltd.,8.96,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rdhl
REGN,$46.45B,"Regeneron Pharmaceuticals, Inc.",433.5,1991,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/regn
RGNX,$909.9M,REGENXBIO Inc.,29.4,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgnx
RGLS,$137M,Regulus Therapeutics Inc.,1.32,2012,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rgls
REIS,$211.83M,"Reis, Inc",18.4,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/reis
RELV,$13.32M,"Reliv&#39; International, Inc.",7.22,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/relv
MARK,$85.18M,"Remark Holdings, Inc.",3.76,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/mark
RNST,$2.01B,Renasant Corporation,40.7,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rnst
REGI,$506.83M,"Renewable Energy Group, Inc.",13.1,2012,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/regi
RNVA,$4.2M,"Rennova Health, Inc.",0.2113,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnva
RNVAZ,n/a,"Rennova Health, Inc.",0.015,n/a,Health Care,Precision Instruments,http://www.nasdaq.com/symbol/rnvaz
RCII,$579.13M,Rent-A-Center Inc.,10.865,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
RTK,$10.68M,"Rentech, Inc.",0.46,1991,Basic Industries,Agricultural Chemicals,http://www.nasdaq.com/symbol/rtk
RGEN,$1.9B,Repligen Corporation,44.15,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rgen
RPRX,$11.37M,Repros Therapeutics Inc.,0.3022,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/rprx
RBCAA,$790.74M,"Republic Bancorp, Inc.",37.91,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/rbcaa
FRBK,$524.14M,"Republic First Bancorp, Inc.",9.2,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
RSAS,n/a,RESAAS Services Inc.,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rsas
REFR,$28.37M,Research Frontiers Incorporated,1.18,n/a,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/refr
RESN,$71.07M,Resonant Inc.,4.835,2014,Technology,Semiconductors,http://www.nasdaq.com/symbol/resn
RECN,$379.72M,"Resources Connection, Inc.",12.7,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
ROIC,$2.07B,Retail Opportunity Investments Corp.,18.88,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/roic
RTRX,$871.73M,"Retrophin, Inc.",22.71,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rtrx
RVNC,$751.99M,"Revance Therapeutics, Inc.",24.4,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rvnc
RVEN,$54.74M,"Reven Housing REIT, Inc.",5.1,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/rven
RBIO,n/a,"rEVO Biologics, Inc.",n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rbio
RVLT,$159.5M,"Revolution Lighting Technologies, Inc.",7.57,n/a,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/rvlt
RWLK,$32.62M,ReWalk Robotics Ltd,1.5,2014,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rwlk
REXX,$22M,Rex Energy Corporation,2.21,2007,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rexx
RFIL,$19.47M,"RF Industries, Ltd.",2.2,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/rfil
RGCO,$198.1M,RGC Resources Inc.,27.39,n/a,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/rgco
RIBT,$20.32M,RiceBran Technologies,1.24,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribt
RIBTW,n/a,RiceBran Technologies,0.1999,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/ribtw
RELL,$74.65M,"Richardson Electronics, Ltd.",5.81,1983,Consumer Non-Durables,Electronic Components,http://www.nasdaq.com/symbol/rell
RIGL,$297.3M,"Rigel Pharmaceuticals, Inc.",2.39,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
RNET,$321.68M,"RigNet, Inc.",17.65,2010,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/rnet
RTTR,$7.68M,"Ritter Pharmaceuticals, Inc.",0.5202,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rttr
RVSB,$182.47M,Riverview Bancorp Inc,8.1,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/rvsb
RLJE,$47.32M,"RLJ Entertainment, Inc.",3.49,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rlje
RMGN,$22.87M,RMG Networks Holding Corporation,2.05,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rmgn
ROBO,$176.5M,ROBO Global Robotics and Automation Index ETF,38.37,n/a,n/a,n/a,http://www.nasdaq.com/symbol/robo
RMTI,$354.42M,"Rockwell Medical, Inc.",6.85,1998,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/rmti
RCKY,$103.13M,"Rocky Brands, Inc.",13.85,1993,Consumer Non-Durables,Shoe Manufacturing,http://www.nasdaq.com/symbol/rcky
RMCF,$67.91M,"Rocky Mountain Chocolate Factory, Inc.",11.59,n/a,Consumer Non-Durables,Specialty Foods,http://www.nasdaq.com/symbol/rmcf
ROKA,$4.96M,"Roka Bioscience, Inc.",0.9899,2014,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/roka
RTNB,$9.03M,"root9B Holdings, Inc. ",1.4799,n/a,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/rtnb
ROSE,$213.55M,Rosehill Resources Inc.,5.97,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rose
ROSEU,n/a,Rosehill Resources Inc.,6.76,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/roseu
ROSEW,n/a,Rosehill Resources Inc.,0.75,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/rosew
ROSG,$3.75M,Rosetta Genomics Ltd.,1.4201,2007,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rosg
ROST,$23.48B,"Ross Stores, Inc.",60.9,1985,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/rost
RBPAA,$127.5M,"Royal Bancshares of Pennsylvania, Inc.",4.23,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/rbpaa
RGLD,$5.84B,"Royal Gold, Inc.",89.39,n/a,Basic Industries,Precious Metals,http://www.nasdaq.com/symbol/rgld
RPXC,$634.1M,RPX Corporation,12.81,2011,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/rpxc
RTIX,$276.72M,"RTI Surgical, Inc.",4.65,2000,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/rtix
RBCN,$22.64M,"Rubicon Technology, Inc.",8.31,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/rbcn
RUSHA,$1.73B,"Rush Enterprises, Inc.",43.39,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rusha
RUSHB,$1.62B,"Rush Enterprises, Inc.",40.66,n/a,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/rushb
RUTH,$635.2M,"Ruth&#39;s Hospitality Group, Inc.",20.1,2005,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/ruth
RXII,$11.96M,RXi Pharmaceuticals Corporation,0.5045,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxii
RXIIW,n/a,RXi Pharmaceuticals Corporation,0.18,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rxiiw
RYAAY,$25.25B,Ryanair Holdings plc,106.4,1997,Transportation,Air Freight/Delivery Services,http://www.nasdaq.com/symbol/ryaay
STBA,$1.35B,"S&T Bancorp, Inc.",38.59,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/stba
SANW,n/a,S&W Seed Company,3.15,n/a,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/sanw
SCAC,$311.81M,Saban Capital Acquisition Corp.,9.98,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scac
SCACU,n/a,Saban Capital Acquisition Corp.,10.5972,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacu
SCACW,n/a,Saban Capital Acquisition Corp.,1.211,2016,Finance,Business Services,http://www.nasdaq.com/symbol/scacw
SBRA,$3.55B,"Sabra Healthcare REIT, Inc.",22.18,n/a,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/sbra
